# m_bbZ-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14    0.013152667   0.0092998748   0.0094204998   0.0066643391    0.016036166    0.011344467
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18   0.0082473335   0.0082469212   0.0057513332   0.0057510457    0.012523666     0.01252304
             19    0.032881667    0.014704393      0.0244395    0.010964321    0.043147334    0.019399648
             20    0.046034333    0.017398473      0.0342855    0.012983194    0.065344333    0.024775608
             21    0.032881667    0.014704393    0.024988834    0.011192585    0.043031667    0.019342911
             22    0.060091833    0.020047767    0.046646666    0.015603816    0.076884666    0.026016157
             23     0.10522133    0.026304018    0.085052334    0.021311412     0.13220683    0.033254808
             24    0.032881667    0.017398473    0.026680833    0.013448329       0.039278    0.027423703
             25    0.065763333    0.020795152    0.052526333    0.016654062    0.084851833    0.026981624
             26     0.10522133    0.027899624      0.0870575    0.022340367     0.12886033    0.036777555
             27       0.128089    0.030939452      0.1022155    0.024272909       0.165591     0.04226711
             28       0.138103    0.030135038       0.114241    0.025572624     0.16916283       0.039165
             29       0.138103     0.03153741     0.10966267    0.024041072       0.179747    0.044342457
             30       0.295935    0.044113179      0.2379455    0.035554379     0.37855083    0.056702758
             31     0.20386633     0.03777627     0.16271017    0.029758591     0.26358517    0.050099318
             32     0.19071367    0.035412868       0.158502    0.029565187     0.23252317    0.043631524
             33     0.32224033    0.046032032     0.25868433    0.037046987     0.41335683    0.059339049
             34       0.374851    0.049647484     0.30723683    0.041691229     0.46688667     0.06501902
             35     0.44061433    0.053826515      0.3571565    0.043754387     0.55776733    0.068518836
             36     0.38955167    0.051569712     0.31807143    0.041069071     0.48806517    0.069617263
             37     0.47583067    0.056887362      0.3917755    0.046788642      0.5891486    0.072483196
             38     0.44152583    0.054741364     0.36404752     0.04443795     0.54567843     0.07189329
             39     0.53925933    0.060270005     0.44170517    0.049205128      0.6729755    0.077796701
             40     0.56556467    0.063073791        0.46212    0.050241878     0.70851167    0.083220727
             41     0.60502267    0.063756187     0.49177877    0.051252942      0.7636955    0.083140406
             42     0.70366767    0.069903206     0.57208213    0.055716589     0.88774367    0.092187301
             43     0.64487733    0.065800368     0.53268867      0.0535416      0.7956675     0.08677553
             44     0.80231267     0.07263351      0.6585325     0.05978587     0.99923883     0.09096041
             45     0.85492333    0.074976892     0.69851317    0.061404465       1.071419    0.094388312
             46       0.966721    0.079728787      0.7880485    0.065222096      1.2155467     0.10091411
             47       0.887805    0.076969092     0.73209166     0.06348256      1.0988678    0.096712504
             48      1.0522133    0.083697685     0.87614533    0.069552919      1.2847192     0.10412941
             49      1.0807845    0.084930568     0.88766033    0.069718948      1.3454623     0.10682325
             50       1.164011    0.087979765       0.950437    0.071807725      1.4607813     0.11145138
             51       1.262656    0.091118605      1.0419002    0.075374568       1.561964     0.11325729
             52      1.4533697    0.097757256      1.1899695    0.080294487      1.8172695     0.12295329
             53      1.3547247    0.094838844      1.1108573    0.077616949      1.6907805     0.11954384
             54      1.5257093     0.10016099       1.247407    0.082105658      1.9116807     0.12609821
             55      1.6309307     0.10397376      1.3485353    0.085713433      2.0128957     0.13073354
             56      1.7300298     0.10667193       1.434401    0.088788673      2.1268262      0.1321313
             57      1.7821863     0.10825282      1.4623393    0.089011787      2.2225315     0.13551828
             58       2.012358     0.11503043      1.6547068     0.09489602      2.5029122     0.14391706
             59      2.1438847     0.11872928      1.7810087    0.099063596      2.6293288     0.14682835
             60      2.4792777     0.12801696      2.0581135      0.1060775      3.0439265     0.15952635
             61      2.4990067     0.12818601       2.065829     0.10626885       3.086089     0.15913787
             62      2.7094493      0.1341197      2.2505097     0.11111869      3.3244632     0.16731512
             63      2.6897203     0.13298704      2.2270498     0.11058921      3.3147307     0.16520649
             64      2.7820317     0.13557495      2.3134677     0.11293319       3.408397     0.16728983
             65      3.1303347      0.1440674      2.6014731     0.11952307      3.8385862     0.17903758
             66       3.590678     0.15393273      2.9801113     0.12786961      4.4114192     0.19008218
             67      3.6169833     0.15505248       3.006528     0.12849606      4.4351077     0.19298174
             68      3.9194947     0.16053246      3.2549182     0.13359444      4.8119692     0.19785101
             69      4.4127197     0.17058701      3.6661157     0.14210101      5.4150842      0.2110142
             70      4.3672298     0.16971966      3.6418417      0.1417547      5.3323422     0.20845271
             71      4.7809943      0.1780281      4.0188955     0.15095193      5.7739602     0.23089755
             72      4.9149125     0.18006262      4.1459797     0.15464498      5.9076625     0.22560317
             73      5.5111805     0.19081152      4.6234888     0.15985251      6.6755958     0.23624803
             74       5.993176     0.19898502      5.0088593     0.16632427       7.296939     0.24402887
             75       6.490841     0.20720639      5.4355967     0.17353026      7.8821492     0.25362925
             76      6.7705825     0.21106338      5.6535728     0.17656352      8.2545274     0.25826101
             77       7.556207     0.22327281       6.314085      0.1866143      9.2037342     0.27339869
             78      8.2214478     0.23269104      6.8800303     0.19510105      9.9947487     0.28450717
             79      8.8980482      0.2422246      7.4778677     0.20380862      10.755285     0.29579703
             80      9.9106383     0.25542089      8.2932478     0.21394379      12.050232     0.31228081
             81      10.572476     0.26386108      8.8692788      0.2217462      12.811705     0.32146869
             82      12.046371       0.282124      10.126859     0.23698063      14.557586     0.34358175
             83       13.68535     0.30007544      11.503587     0.25273598       16.54082     0.36437232
             84       15.52221     0.32025911      13.077505     0.26973175      18.703658     0.38857375
